"Class Nbr","Subject","Catalog","Section","Description","Capacity","Total Enrolled","Available Seats","Total Waitlisted","In Shopping Cart","Unmet Demand","Class Start Time","Class End Time","Meeting Days","Facility ID","Instructor","Start Date","End Date"
3228,"EAP",554,1,"Academic Writing Seminar II",20,5,15,0,2,0,"4:00PM","5:15PM","MW","SN118","Judith Simon","01/10/2019","04/26/2019"
2831,"EAP",350,1,"Academic Writing II",20,1,19,0,0,0,"1:00PM","2:15PM","MW","SN118","Judith Simon","01/10/2019","04/26/2019"
2683,"EAP",354,1,"Adv. Academic Writing for UGRD",20,1,19,0,0,0,"1:00PM","2:15PM","MW","SN118","Judith Simon","01/10/2019","04/26/2019"
4013,"EC",357,1,"Intermediate Microeconomics",30,18,12,0,2,0,"9:30AM","10:45AM","MW","SN169","Shawn Osell","01/10/2019","04/26/2019"
3095,"EC",360,1,"Environmental Economics",40,30,10,0,5,0,"9:30AM","10:45AM","MW","SN177","Faraz Farhidi","01/10/2019","04/26/2019"
2025,"EC",350,1,"Economic Prin & Eng Econ",60,60,0,0,4,4,"1:00PM","2:15PM","TR","SN213","Gasper Sekelj","01/10/2019","04/26/2019"
2536,"EC",350,2,"Economic Prin & Eng Econ",60,39,21,0,5,0,"2:30PM","3:45PM","TR","SN213","Gasper Sekelj","01/10/2019","04/26/2019"
4290,"EC",605,61,"Managerial Economics",20,4,16,0,0,0,"8:00PM","9:30PM","R","ONLINE","Martin D Heintzelman","01/07/2019","03/15/2019"
2361,"EC",660,1,"Environmental Economics",15,15,0,0,0,0,"9:30AM","10:45AM","TR","SN175","Martin D Heintzelman","01/07/2019","04/26/2019"
2802,"EC",451,1,"Industrial & Supply Chain Econ",35,24,11,0,1,0,"11:00AM","12:15PM","TR","SN212","Martin D Heintzelman","01/10/2019","04/26/2019"
2890,"EC",468,1,"Financial Markets & Inst",30,11,19,0,0,0,"8:00AM","9:15AM","TR","SNB10M","Chad E Colbert","01/10/2019","04/26/2019"
2644,"EC",200,1,"Engineering Economics",60,60,0,0,5,5,"1:00PM","2:15PM","TR","SN213","Gasper Sekelj","01/10/2019","04/26/2019"
2645,"EC",200,2,"Engineering Economics",60,39,21,0,1,0,"2:30PM","3:45PM","TR","SN213","Gasper Sekelj","01/10/2019","04/26/2019"
2024,"EC",151,1,"Principles of Macroeconomics",100,102,-2,0,6,8,"9:30AM","10:45AM","TR","SC160","Diego C Nocetti","01/10/2019","04/26/2019"
2072,"EC",151,2,"Principles of Macroeconomics",100,102,-2,0,8,10,"11:00AM","12:15PM","TR","SC160","Diego C Nocetti","01/10/2019","04/26/2019"
2842,"EC",311,2,"Introduction to Econometrics",50,26,24,0,2,0,"11:00AM","12:15PM","MW","SNB10L","Shawn Osell","01/10/2019","04/26/2019"
4102,"EC",313,1,"Mathematical Economics",30,10,20,0,0,0,"8:00AM","9:15AM","MW","SN177","Luciana Echazu","01/10/2019","04/26/2019"
3229,"EC",311,1,"Introduction to Econometrics",30,27,3,0,2,0,"8:00AM","9:15AM","MW","SN212","Faraz Farhidi","01/10/2019","04/26/2019"
3642,"ED",560,41,"The Modern Teacher",30,22,8,0,0,0,"3:50PM","6:20PM","W","NT002","Seema Rivera","01/10/2019","04/26/2019"
4243,"ED",552,91,"Teaching Residency II",30,22,8,0,0,0,,,,,"Catherine Lynn Snyder","01/10/2019","04/26/2019"
3876,"ED",560,61,"The Modern Teacher",30,25,5,0,3,0,,,,"ONLINE","Michael Mosall","01/10/2019","04/26/2019"
3854,"ED",501,91,"Teaching Practicum",30,19,11,0,0,0,,,,,"Catherine Lynn Snyder","01/10/2019","04/26/2019"
3898,"ED",300,1,"Field Experience",30,1,29,0,0,0,,,,,"Peter Turner","01/10/2019","04/26/2019"
4244,"ED",503,41,"Professionalism in Teaching",30,23,7,0,0,0,"4:00PM","6:00PM","M","NT002","Patricia A. Rand","01/10/2019","04/26/2019"
2146,"EE",613,53,"Thesis, Dissertation",99,0,99,0,0,0,,,,,"Vladimir Privman","01/10/2019","04/26/2019"
2147,"EE",613,59,"Thesis, Dissertation",99,5,94,0,0,0,,,,,"Stephanie A Schuckers","01/10/2019","04/26/2019"
2145,"EE",613,52,"Thesis, Dissertation",99,0,99,0,0,0,,,,,"Abul N Khondker","01/10/2019","04/26/2019"
2908,"EE",613,64,"Thesis, Dissertation",99,0,99,0,0,0,,,,,"Lei Wu","01/10/2019","04/26/2019"
3075,"EE",613,81,"Thesis, Dissertation",99,5,94,0,0,0,,,,,"Mahesh Krishna Banavar","01/10/2019","04/26/2019"
2148,"EE",613,63,"Thesis, Dissertation",99,0,99,0,0,0,,,,,"Burak Kantarci","01/10/2019","04/26/2019"
2142,"EE",613,41,"Thesis, Dissertation",99,1,98,0,0,0,,,,,"Paul B. McGrath","01/10/2019","04/26/2019"
2143,"EE",613,43,"Thesis, Dissertation",99,0,99,0,0,0,,,,,"Robert A Meyer","01/10/2019","04/26/2019"
2540,"EE",613,37,"Thesis, Dissertation",99,1,98,0,0,0,,,,,"Daqing Hou","01/10/2019","04/26/2019"
2144,"EE",613,51,"Thesis, Dissertation",99,3,96,0,0,0,,,,,"Thomas H Ortmeyer","01/10/2019","04/26/2019"
3144,"EE",613,50,"Thesis, Dissertation",99,1,98,0,0,0,,,,,"Jie Li","01/10/2019","04/26/2019"
2894,"EE",616,25,"Special Projects",30,0,30,0,0,0,,,,,"Charles J Robinson","01/10/2019","04/26/2019"
4312,"EE",616,27,"Special Projects",30,0,30,0,0,0,,,,,"Tuyen Vu","01/10/2019","04/26/2019"
2893,"EE",616,18,"Special Projects",30,0,30,0,0,0,,,,,"William D Jemison","01/10/2019","04/26/2019"
2896,"EE",616,33,"Special Projects",30,0,30,0,0,0,,,,,"Jack Koplowitz","01/10/2019","04/26/2019"
2897,"EE",616,37,"Special Projects",30,0,30,0,0,0,,,,,"Daqing Hou","01/10/2019","04/26/2019"
2895,"EE",616,28,"Special Projects",30,0,30,0,0,0,,,,,"Ming-Cheng Cheng","01/10/2019","04/26/2019"
3078,"EE",613,98,"Thesis, Dissertation",99,0,99,0,0,0,,,,,"Melike Erol Kantarci","01/10/2019","04/26/2019"
3208,"EE",616,6,"Special Projects",30,0,30,0,0,0,,,,,"Chen Liu","01/10/2019","04/26/2019"
2149,"EE",613,91,"Thesis, Dissertation",99,0,99,0,0,0,,,,,"Susan E Conry","01/10/2019","04/26/2019"
2892,"EE",616,16,"Special Projects",30,0,30,0,0,0,,,,,"James J Carroll Jr","01/10/2019","04/26/2019"
3416,"EE",616,106,"Special Projects",30,0,30,0,0,0,,,,,"Sanjib Kumar Banerjee","01/10/2019","04/26/2019"
2949,"EE",613,6,"Thesis, Dissertation",99,4,95,0,1,0,,,,,"Chen Liu","01/10/2019","04/26/2019"
3267,"EE",613,106,"Thesis, Dissertation",99,0,99,0,0,0,,,,,"Sanjib Kumar Banerjee","01/10/2019","04/26/2019"
3385,"EE",610,"D1","ECE Seminar",100,7,93,0,0,0,,,,"ONLINE",,"01/10/2019","04/26/2019"
3831,"EE",613,112,"Thesis, Dissertation",99,0,99,0,0,0,,,,,"Chee-Keong Tan","01/10/2019","04/26/2019"
3381,"EE",613,113,"Thesis, Dissertation",99,0,99,0,0,0,,,,,"Zhaleh Semnani-Azad","01/10/2019","04/26/2019"
3367,"EE",613,110,"Thesis, Dissertation",99,4,95,0,0,0,,,,,"David Thomas Crouse","01/10/2019","04/26/2019"
2448,"EE",568,1,"Database Systems",50,43,7,0,0,0,"8:00AM","8:50AM","F","CB172",,"01/10/2019","04/26/2019"
2448,"EE",568,1,"Database Systems",50,43,7,0,0,0,"8:00AM","8:50AM","MW","CB194","Daqing Hou","01/10/2019","04/26/2019"
2111,"EE",567,11,"Software System Architecture",24,34,-10,0,0,10,"1:00PM","2:50PM","F","RL142","Gildo Torres","01/10/2019","04/26/2019"
2001,"EE",610,6,"ECE Seminar",45,18,27,0,1,0,"4:00PM","5:30PM","WF","CB194",,"01/10/2019","04/26/2019"
4303,"EE",584,"D1","Metamaterials",30,4,26,0,1,0,,,,"ONLINE","David Thomas Crouse","01/10/2019","04/26/2019"
2663,"EE",613,21,"Thesis, Dissertation",99,0,99,0,0,0,,,,,"Jeanna N. Matthews","01/10/2019","04/26/2019"
2492,"EE",613,25,"Thesis, Dissertation",99,1,98,0,0,0,,,,,"Charles J Robinson","01/10/2019","04/26/2019"
2825,"EE",613,18,"Thesis, Dissertation",99,1,98,0,0,0,,,,,"William D Jemison","01/10/2019","04/26/2019"
2140,"EE",613,28,"Thesis, Dissertation",99,0,99,0,0,0,,,,,"Ming-Cheng Cheng","01/10/2019","04/26/2019"
2141,"EE",613,33,"Thesis, Dissertation",99,0,99,0,0,0,,,,,"Jack Koplowitz","01/10/2019","04/26/2019"
4311,"EE",613,27,"Thesis, Dissertation",99,1,98,0,0,0,,,,,"Tuyen Vu","01/10/2019","04/26/2019"
3865,"EE",613,123,"Thesis, Dissertation",99,0,99,0,0,0,,,,,"Chenchen Liu","01/10/2019","04/26/2019"
4265,"EE",613,124,"Thesis, Dissertation",99,1,98,0,0,0,,,,,"Faraz Hussain","01/10/2019","04/26/2019"
3810,"EE",613,120,"Thesis, Dissertation",99,2,97,0,0,0,,,,,"Erik Matthew Bollt","01/10/2019","04/26/2019"
2139,"EE",613,16,"Thesis, Dissertation",99,0,99,0,0,0,,,,,"James J Carroll Jr","01/10/2019","04/26/2019"
4284,"EE",613,125,"Thesis, Dissertation",99,1,98,0,0,0,,,,,"Yu Liu","01/10/2019","04/26/2019"
2815,"EE",693,50,"DS in Electrical & Comp Eng",99,0,99,0,0,0,,,,,"Jie Li","01/10/2019","04/26/2019"
2213,"EE",693,51,"DS in Electrical & Comp Eng",99,0,99,0,0,0,,,,,"Thomas H Ortmeyer","01/10/2019","04/26/2019"
2909,"EE",693,43,"DS in Electrical & Comp Eng",99,0,99,0,0,0,,,,,"Robert A Meyer","01/10/2019","04/26/2019"
2176,"EE",693,53,"DS in Electrical & Comp Eng",99,0,99,0,0,0,,,,,"Vladimir Privman","01/10/2019","04/26/2019"
2178,"EE",693,59,"DS in Electrical & Comp Eng",99,0,99,0,0,0,,,,,"Stephanie A Schuckers","01/10/2019","04/26/2019"
2581,"EE",693,52,"DS in Electrical & Comp Eng",99,1,98,0,0,0,,,,,"Abul N Khondker","01/10/2019","04/26/2019"
2150,"EE",693,28,"DS in Electrical & Comp Eng",99,0,99,0,0,0,,,,,"Ming-Cheng Cheng","01/10/2019","04/26/2019"
2496,"EE",693,33,"DS in Electrical & Comp Eng",99,0,99,0,0,0,,,,,"Jack Koplowitz","01/10/2019","04/26/2019"
2504,"EE",693,25,"DS in Electrical & Comp Eng",99,0,99,0,0,0,,,,,"Charles J Robinson","01/10/2019","04/26/2019"
2565,"EE",693,41,"DS in Electrical & Comp Eng",99,0,99,0,0,0,,,,,"Paul B. McGrath","01/10/2019","04/26/2019"
2541,"EE",693,37,"DS in Electrical & Comp Eng",99,1,98,0,0,0,,,,,"Daqing Hou","01/10/2019","04/26/2019"
3262,"EE",694,28,"DS in Electrical & Comp Eng",20,0,20,0,0,0,,,,,"Ming-Cheng Cheng","01/10/2019","04/26/2019"
2715,"EE",694,41,"DS in Electrical & Comp Eng",20,0,20,0,0,0,,,,,"Paul B. McGrath","01/10/2019","04/26/2019"
2661,"EE",694,21,"DS in Electrical & Comp Eng",20,0,20,0,0,0,,,,,"Jeanna N. Matthews","01/10/2019","04/26/2019"
2596,"EE",694,52,"DS in Electrical & Comp Eng",20,0,20,0,0,0,,,,,"Abul N Khondker","01/10/2019","04/26/2019"
3804,"EE",739,1,"Seminar in Nonlinear Processes",30,13,17,0,0,0,"12:00PM","12:50PM","F","SC346","Erik Matthew Bollt","01/10/2019","04/26/2019"
2910,"EE",694,43,"DS in Electrical & Comp Eng",20,0,20,0,0,0,,,,,"Robert A Meyer","01/10/2019","04/26/2019"
3077,"EE",693,81,"DS in Electrical & Comp Eng",99,0,99,0,0,0,,,,,"Mahesh Krishna Banavar","01/10/2019","04/26/2019"
2174,"EE",693,85,"DS in Electrical & Comp Eng",99,0,99,0,0,0,,,,,"Liya L. Regel","01/10/2019","04/26/2019"
2811,"EE",693,64,"DS in Electrical & Comp Eng",99,0,99,0,0,0,,,,,"Lei Wu","01/10/2019","04/26/2019"
4267,"EE",694,124,"DS in Electrical & Comp Eng",20,1,19,0,0,0,,,,,"Faraz Hussain","01/10/2019","04/26/2019"
3080,"EE",693,98,"DS in Electrical & Comp Eng",99,0,99,0,0,0,,,,,"Melike Erol Kantarci","01/10/2019","04/26/2019"
2902,"EE",616,63,"Special Projects",30,0,30,0,0,0,,,,,"Burak Kantarci","01/10/2019","04/26/2019"
2903,"EE",616,64,"Special Projects",30,0,30,0,0,0,,,,,"Lei Wu","01/10/2019","04/26/2019"
2901,"EE",616,59,"Special Projects",30,0,30,0,0,0,,,,,"Stephanie A Schuckers","01/10/2019","04/26/2019"
2904,"EE",616,91,"Special Projects",30,0,30,0,0,0,,,,,"Susan E Conry","01/10/2019","04/26/2019"
3079,"EE",616,98,"Special Projects",30,0,30,0,0,0,,,,,"Melike Erol Kantarci","01/10/2019","04/26/2019"
3076,"EE",616,81,"Special Projects",30,0,30,0,0,0,,,,,"Mahesh Krishna Banavar","01/10/2019","04/26/2019"
2891,"EE",616,43,"Special Projects",30,0,30,0,0,0,,,,,"Robert A Meyer","01/10/2019","04/26/2019"
3145,"EE",616,50,"Special Projects",30,0,30,0,0,0,,,,,"Jie Li","01/10/2019","04/26/2019"
2898,"EE",616,41,"Special Projects",30,0,30,0,0,0,,,,,"Paul B. McGrath","01/10/2019","04/26/2019"
2900,"EE",616,52,"Special Projects",30,1,29,0,0,0,,,,,"Abul N Khondker","01/10/2019","04/26/2019"
2899,"EE",616,51,"Special Projects",30,0,30,0,0,0,,,,,"Thomas H Ortmeyer","01/10/2019","04/26/2019"
3864,"EE",693,123,"DS in Electrical & Comp Eng",99,0,99,0,0,0,,,,,"Chenchen Liu","01/10/2019","04/26/2019"
4266,"EE",693,124,"DS in Electrical & Comp Eng",99,0,99,0,0,0,,,,,"Faraz Hussain","01/10/2019","04/26/2019"
3832,"EE",693,112,"DS in Electrical & Comp Eng",99,1,98,0,0,0,,,,,"Chee-Keong Tan","01/10/2019","04/26/2019"
2810,"EE",693,18,"DS in Electrical & Comp Eng",99,0,99,0,0,0,,,,,"William D Jemison","01/10/2019","04/26/2019"
2208,"EE",693,16,"DS in Electrical & Comp Eng",99,0,99,0,0,0,,,,,"James J Carroll Jr","01/10/2019","04/26/2019"
4238,"EE",628,"D1","Adaptive Signal Processing",30,1,29,0,1,0,,,,"ONLINE","Mahesh Krishna Banavar","01/10/2019","04/26/2019"
3883,"EE",693,6,"DS in Electrical & Comp Eng",99,0,99,0,0,0,,,,,"Chen Liu","01/10/2019","04/26/2019"
4123,"EE",628,1,"Adaptive Signal Processing",30,4,26,0,0,0,"5:30PM","6:45PM","TR","CB268","Mahesh Krishna Banavar","01/10/2019","04/26/2019"
3405,"EE",693,110,"DS in Electrical & Comp Eng",99,1,98,0,0,0,,,,,"David Thomas Crouse","01/10/2019","04/26/2019"
3377,"EE",693,106,"DS in Electrical & Comp Eng",99,0,99,0,0,0,,,,,"Sanjib Kumar Banerjee","01/10/2019","04/26/2019"
3252,"EE",423,1,"Introduction to Biometrics",30,12,18,0,1,0,"9:30AM","10:45AM","TR","CB175","Stephanie A Schuckers","01/10/2019","04/26/2019"
3253,"EE",423,11,"Introduction to Biometrics",30,12,18,0,0,0,"9:00AM","9:50AM","W","CB178","Stephanie A Schuckers","01/10/2019","04/26/2019"
2196,"EE",412,11,"Senior Design",20,22,-2,0,0,2,"9:00AM","10:50AM","F","CB195","Paul B. McGrath","01/10/2019","04/26/2019"
3912,"EE",443,1,"Semiconductor Mater & Devices",20,15,5,0,0,0,"11:00AM","12:15PM","TR","CB268","Chee-Keong Tan","01/10/2019","04/26/2019"
2667,"EE",450,1,"Control Systems",40,38,2,0,1,0,"11:00AM","11:50AM","MWF","CB178","Ajay Vasant Sonar","01/10/2019","04/26/2019"
4288,"EE",438,1,"Alternate Energy Systems",40,36,4,0,1,0,"4:00PM","5:15PM","TR","RL244","Jan Elizabeth DeWaters","01/10/2019","04/26/2019"
3957,"EE",410,20,"Computer and Network Security",23,11,12,0,0,0,"12:00PM","12:50PM","M","SC334","Jeanna N. Matthews","01/10/2019","04/26/2019"
3958,"EE",410,30,"Computer and Network Security",0,0,0,0,0,0,"1:00PM","1:50PM","M","SC334","Jeanna N. Matthews","01/10/2019","04/26/2019"
3956,"EE",410,10,"Computer and Network Security",23,8,15,0,0,0,"11:00AM","11:50AM","M","SC334","Jeanna N. Matthews","01/10/2019","04/26/2019"
2035,"EE",412,1,"Senior Design",20,22,-2,0,2,4,"10:00AM","10:50AM","MW","SC344","Paul B. McGrath","01/10/2019","04/26/2019"
4309,"EE",410,"D1","Computer and Network Security",25,0,25,0,1,0,,,,"ONLINE","Jeanna N. Matthews","01/10/2019","04/26/2019"
2259,"EE",468,1,"Database Systems",50,43,7,0,0,0,"8:00AM","8:50AM","F","CB172",,"01/10/2019","04/26/2019"
2259,"EE",468,1,"Database Systems",50,43,7,0,0,0,"8:00AM","8:50AM","MW","CB194","Daqing Hou","01/10/2019","04/26/2019"
3965,"EE",465,1,"Computer Graphics",50,35,15,0,2,0,"1:00PM","2:15PM","TR","CB194","Natasha Banerjee","01/10/2019","04/26/2019"
3173,"EE",491,6,"DS in Electrical & Comp Eng",99,0,99,0,0,0,,,,,"Chen Liu","01/10/2019","04/26/2019"
3278,"EE",491,104,"DS in Electrical & Comp Eng",99,0,99,0,0,0,,,,,"Timothy C Fanelli","01/10/2019","04/26/2019"
2036,"EE",471,1,"Prin of Digital & Data Comm",20,6,14,0,1,0,"12:00PM","12:50PM","MWF","SC348","Jack Koplowitz","01/10/2019","04/26/2019"
3729,"EE",455,1,"Robotics I",30,21,9,0,2,0,"11:00AM","12:15PM","TR","ER102","James J Carroll Jr","01/10/2019","04/26/2019"
2112,"EE",462,1,"Software System Architecture",40,34,6,0,5,0,"1:00PM","1:50PM","MW","CB178","Gildo Torres","01/10/2019","04/26/2019"
3783,"EE",450,"D1","Control Systems",30,10,20,0,16,0,,,,"ONLINE","Ajay Vasant Sonar","01/10/2019","04/26/2019"
4289,"EE",462,12,"Software System Architecture",20,0,20,0,0,0,"3:00PM","4:50PM","F","RL142","Gildo Torres","01/10/2019","04/26/2019"
2113,"EE",462,11,"Software System Architecture",24,34,-10,0,0,10,"1:00PM","2:50PM","F","RL142","Gildo Torres","01/10/2019","04/26/2019"
4032,"EE",260,10,"Embedded Systems",60,29,31,0,0,0,"11:00AM","11:50AM","F","CB172","Abul N Khondker","01/10/2019","04/26/2019"
4033,"EE",260,20,"Embedded Systems",60,57,3,0,0,0,"9:00AM","9:50AM","F","CB172","Abul N Khondker","01/10/2019","04/26/2019"
4031,"EE",260,1,"Embedded Systems",120,112,8,0,4,0,"9:00AM","9:50AM","MW","SC160","Abul N Khondker","01/10/2019","04/26/2019"
3203,"EE",291,81,"SP in Elec & Computer Eng",99,0,99,0,0,0,,,,,"Mahesh Krishna Banavar","01/10/2019","04/26/2019"
2029,"EE",316,1,"Computer Eng Junior Lab",30,22,8,0,2,0,"2:00PM","2:50PM","M","CB195DUP","Abul N Khondker","01/10/2019","04/26/2019"
4277,"EE",260,30,"Embedded Systems",45,26,19,0,0,0,"10:00AM","10:50AM","F","CB172","Abul N Khondker","01/10/2019","04/26/2019"
2026,"EE",211,11,"ECE Laboratory I",22,23,-1,0,1,2,"10:00AM","12:20PM","MW","CB195","Luke Keith Rumbaugh","01/10/2019","04/26/2019"
2073,"EE",211,12,"ECE Laboratory I",22,26,-4,0,1,5,"10:00AM","12:20PM","TR","CB195","Luke Keith Rumbaugh","01/10/2019","04/26/2019"
2075,"EE",211,1,"ECE Laboratory I",66,55,11,0,0,0,"11:00AM","11:50AM","F","CB176","Luke Keith Rumbaugh","01/10/2019","04/26/2019"
2027,"EE",221,1,"Linear Circuits",115,57,58,0,0,0,"3:00PM","3:50PM","MWF","CB177","Jack Koplowitz","01/10/2019","04/26/2019"
2074,"EE",211,13,"ECE Laboratory I",22,6,16,0,3,0,"12:30PM","2:50PM","TR","CB195","Luke Keith Rumbaugh","01/10/2019","04/26/2019"
4278,"EE",360,30,"Microprocessors",45,26,19,0,0,0,"10:00AM","10:50AM","F","CB172","Abul N Khondker","01/10/2019","04/26/2019"
2032,"EE",361,1,"Fundamentals of Software Eng",50,11,39,0,2,0,"1:00PM","1:50PM","MWF","RL244","Daqing Hou","01/10/2019","04/26/2019"
4058,"EE",360,20,"Microprocessors",60,57,3,0,0,0,"9:00AM","9:50AM","F","CB172","Abul N Khondker","01/10/2019","04/26/2019"
2034,"EE",381,1,"Electromagnetic Fields & Waves",120,58,62,0,0,0,"8:00AM","9:15AM","TR","SC160","Ming-Cheng Cheng","01/10/2019","04/26/2019"
3948,"EE",410,1,"Computer and Network Security",75,19,56,0,2,0,"4:00PM","4:50PM","MWF","SC334","Jeanna N. Matthews","01/10/2019","04/26/2019"
2033,"EE",368,1,"Software Engineering",40,19,21,0,0,0,"4:00PM","5:15PM","TR","CB178","Yu Liu","01/10/2019","04/26/2019"
2028,"EE",324,1,"Dynamical Systems",100,99,1,0,5,4,"1:00PM","2:15PM","TR","SC162","James J Carroll Jr","01/10/2019","04/26/2019"
2030,"EE",333,1,"Power System Engineering",48,42,6,0,1,0,"2:30PM","3:45PM","TR","ER102","Jie Li","01/10/2019","04/26/2019"
2077,"EE",316,11,"Computer Eng Junior Lab",30,22,8,0,0,0,"12:00PM","3:50PM","R","CB195DUP","Abul N Khondker","01/10/2019","04/26/2019"
4057,"EE",360,10,"Microprocessors",60,29,31,0,0,0,"11:00AM","11:50AM","F","CB172","Abul N Khondker","01/10/2019","04/26/2019"
2031,"EE",360,1,"Microprocessors",120,112,8,0,4,0,"9:00AM","9:50AM","MW","SC160","Abul N Khondker","01/10/2019","04/26/2019"
3959,"EE",510,10,"Computer and Network Security",23,8,15,0,0,0,"11:00AM","11:50AM","M","SC334","Jeanna N. Matthews","01/10/2019","04/26/2019"
3960,"EE",510,20,"Computer and Network Security",23,11,12,0,0,0,"12:00PM","12:50PM","M","SC334","Jeanna N. Matthews","01/10/2019","04/26/2019"
3949,"EE",510,1,"Computer and Network Security",75,19,56,0,0,0,"4:00PM","4:50PM","MWF","SC334","Jeanna N. Matthews","01/10/2019","04/26/2019"
4050,"EE",510,"D1","Computer and Network Security",10,0,10,0,0,0,,,,"ONLINE","Jeanna N. Matthews","01/10/2019","04/26/2019"
3248,"EE",523,1,"Introduction to Biometrics",30,12,18,0,0,0,"9:30AM","10:45AM","TR","CB175","Stephanie A Schuckers","01/10/2019","04/26/2019"
3961,"EE",510,30,"Computer and Network Security",0,0,0,0,0,0,"1:00PM","1:50PM","M","SC334","Jeanna N. Matthews","01/10/2019","04/26/2019"
3081,"EE",491,98,"DS in Electrical & Comp Eng",99,0,99,0,0,0,,,,,"Melike Erol Kantarci","01/10/2019","04/26/2019"
4129,"EE",503,1,"Adv Topics Neuromorphic Comp",30,2,28,0,0,0,"8:00AM","9:15AM","TR","CB178","Chenchen Liu","01/10/2019","04/26/2019"
2175,"EE",491,91,"DS in Electrical & Comp Eng",99,0,99,0,0,0,,,,,"Susan E Conry","01/10/2019","04/26/2019"
4092,"EE",505,"D1","Computer Graphics",10,0,10,0,0,0,,,,"ONLINE","Natasha Banerjee","01/10/2019","04/26/2019"
3964,"EE",505,1,"Computer Graphics",50,35,15,0,0,0,"1:00PM","2:15PM","TR","CB194","Natasha Banerjee","01/10/2019","04/26/2019"
3730,"EE",555,1,"Robotics I",30,21,9,0,0,0,"11:00AM","12:15PM","TR","ER102","James J Carroll Jr","01/10/2019","04/26/2019"
4130,"EE",559,1,"Microgrid Design and Control",30,7,23,0,0,0,"2:30PM","3:45PM","TR","SC348","Tuyen Vu","01/10/2019","04/26/2019"
3247,"EE",550,"D1","Control Systems",10,2,8,0,0,0,,,,"ONLINE","Ajay Vasant Sonar","01/10/2019","04/26/2019"
3383,"EE",563,1,"Advanced Software Engineering",40,19,21,0,1,0,"4:00PM","5:15PM","TR","CB178","Yu Liu","01/10/2019","04/26/2019"
2110,"EE",567,1,"Software System Architecture",40,34,6,0,0,0,"1:00PM","1:50PM","MW","CB178","Gildo Torres","01/10/2019","04/26/2019"
4141,"EE",559,"D1","Microgrid Design and Control",30,17,13,0,2,0,,,,"ONLINE","Tuyen Vu","01/10/2019","04/26/2019"
3250,"EE",523,"D1","Introduction to Biometrics",30,0,30,0,0,0,"9:30AM","10:45AM","TR","ONLINE","Stephanie A Schuckers","01/10/2019","04/26/2019"
3251,"EE",523,"D11","Introduction to Biometrics",30,0,30,0,0,0,"9:00AM","9:50AM","W","ONLINE","Stephanie A Schuckers","01/10/2019","04/26/2019"
3249,"EE",523,11,"Introduction to Biometrics",30,12,18,0,0,0,"9:00AM","9:50AM","W","CB178","Stephanie A Schuckers","01/10/2019","04/26/2019"
2668,"EE",550,1,"Control Systems",40,38,2,0,0,0,"11:00AM","11:50AM","MWF","CB178","Ajay Vasant Sonar","01/10/2019","04/26/2019"
3913,"EE",544,1,"Semiconductor Mater & Devices",20,15,5,0,0,0,"11:00AM","12:15PM","TR","CB268","Chee-Keong Tan","01/10/2019","04/26/2019"
2813,"EE",491,18,"DS in Electrical & Comp Eng",99,0,99,0,0,0,,,,,"William D Jemison","01/10/2019","04/26/2019"
4310,"EE",491,27,"DS in Electrical & Comp Eng",99,0,99,0,0,0,,,,,"Tuyen Vu","01/10/2019","04/26/2019"
2181,"EE",491,16,"DS in Electrical & Comp Eng",99,2,97,0,0,0,,,,,"James J Carroll Jr","01/10/2019","04/26/2019"
2971,"EE",491,33,"DS in Electrical & Comp Eng",99,0,99,0,0,0,,,,,"Jack Koplowitz","01/10/2019","04/26/2019"
2539,"EE",491,37,"DS in Electrical & Comp Eng",99,1,98,0,0,0,,,,,"Daqing Hou","01/10/2019","04/26/2019"
2814,"EE",491,28,"DS in Electrical & Comp Eng",99,0,99,0,0,0,,,,,"Ming-Cheng Cheng","01/10/2019","04/26/2019"
3357,"EE",491,110,"DS in Electrical & Comp Eng",99,0,99,0,0,0,,,,,"David Thomas Crouse","01/10/2019","04/26/2019"
3366,"EE",491,112,"DS in Electrical & Comp Eng",99,0,99,0,0,0,,,,,"Chee-Keong Tan","01/10/2019","04/26/2019"
3263,"EE",491,106,"DS in Electrical & Comp Eng",99,2,97,0,0,0,,,,,"Sanjib Kumar Banerjee","01/10/2019","04/26/2019"
4264,"EE",491,124,"DS in Electrical & Comp Eng",99,6,93,0,0,0,,,,,"Faraz Hussain","01/10/2019","04/26/2019"
3857,"EE",491,119,"DS in Electrical & Comp Eng",99,1,98,0,0,0,,,,,"Luke Keith Rumbaugh","01/10/2019","04/26/2019"
2209,"EE",491,63,"DS in Electrical & Comp Eng",99,0,99,0,0,0,,,,,"Burak Kantarci","01/10/2019","04/26/2019"
3055,"EE",491,64,"DS in Electrical & Comp Eng",99,0,99,0,0,0,,,,,"Lei Wu","01/10/2019","04/26/2019"
2564,"EE",491,59,"DS in Electrical & Comp Eng",99,0,99,0,0,0,,,,,"Stephanie A Schuckers","01/10/2019","04/26/2019"
3082,"EE",491,81,"DS in Electrical & Comp Eng",99,0,99,0,0,0,,,,,"Mahesh Krishna Banavar","01/10/2019","04/26/2019"
